employee_seniority_years,is_contractor,employee_classification,has_foreign_citizenship,has_criminal_record,has_medical_history,total_printed_pages,num_printed_pages_off_hours,total_files_burned,burned_from_other,is_abroad,trip_day_number,hostility_country_level,num_entries,num_unique_campus,late_exit_flag,entry_during_weekend,Actual,Predicted,Risk_Level
1,0,2,0,0,0,0,0,0,0,0,0.0,0,3,1,0,0,1,1,High
15,0,2,0,0,0,0,0,108,0,0,0.0,0,0,0,0,0,1,1,High
13,0,2,0,0,0,3,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
31,0,3,1,0,0,0,0,89,0,0,0.0,0,0,0,0,0,1,1,High
9,0,2,1,0,0,0,0,105,1,0,0.0,0,1,1,0,0,1,1,High
10,0,2,0,0,0,0,0,0,0,0,0.0,0,1,1,0,1,0,1,Medium
11,0,2,0,0,1,16,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
4,0,1,0,0,0,24,0,0,0,0,0.0,0,2,1,0,0,0,0,Low
6,0,1,0,0,0,0,0,38,0,0,0.0,0,1,1,0,0,0,0,Low
18,1,1,1,0,0,28,0,23,1,0,0.0,0,0,0,0,0,1,1,High
10,0,2,0,0,0,0,0,86,0,0,0.0,0,0,0,0,0,1,1,High
9,0,1,0,0,1,12,0,44,0,0,0.0,0,1,1,0,0,0,0,Low
2,0,2,1,0,0,7,0,0,0,0,0.0,0,1,1,0,0,1,1,High
15,0,3,0,0,0,29,9,8,0,0,0.0,0,0,0,0,0,1,1,High
26,0,2,0,0,0,0,0,86,0,0,0.0,0,0,0,0,0,1,1,High
20,0,1,0,0,0,20,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
13,0,2,0,0,0,0,0,87,0,0,0.0,0,0,0,0,0,1,1,High
10,1,1,0,0,1,6,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
19,0,1,0,0,0,131,0,0,0,0,0.0,0,2,1,0,0,1,1,High
20,0,2,0,0,0,13,2,0,0,0,0.0,0,0,0,0,0,0,0,Low
9,0,2,0,0,0,0,0,70,1,0,0.0,0,1,1,0,0,1,1,High
13,1,1,0,0,0,8,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
9,0,2,1,0,0,0,0,78,1,0,0.0,0,1,1,0,0,1,1,High
20,0,1,0,0,0,21,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
25,0,1,0,0,0,27,17,0,0,0,0.0,0,0,0,0,0,1,1,High
7,0,3,1,0,0,0,0,94,0,0,0.0,0,0,0,0,0,1,1,High
16,0,3,0,0,1,0,0,95,0,0,0.0,0,3,1,0,0,1,1,High
5,0,3,0,0,0,9,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
21,1,3,0,0,1,12,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
17,0,2,0,0,0,0,0,63,0,0,0.0,0,2,1,0,0,1,1,High
20,0,2,0,0,1,24,0,9,0,0,0.0,0,1,1,0,0,0,0,Low
25,0,1,0,0,0,0,0,167,0,0,0.0,0,4,1,0,0,1,1,High
13,0,3,0,0,0,0,0,54,0,0,0.0,0,0,0,0,0,1,1,High
14,0,2,0,0,0,91,0,0,0,0,0.0,0,2,1,0,0,1,1,High
23,0,1,0,0,0,55,0,83,0,0,0.0,0,1,1,0,0,1,1,High
26,0,2,0,0,1,42,0,74,0,0,0.0,0,0,0,0,0,1,1,High
7,0,1,0,0,1,27,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
9,0,2,1,0,0,18,0,0,0,0,0.0,0,2,1,0,0,1,1,High
10,0,1,0,0,0,21,0,0,0,0,0.0,0,2,1,0,0,0,0,Low
2,0,2,0,0,0,0,0,38,0,0,0.0,0,0,0,0,0,0,0,Low
10,1,2,0,0,0,0,0,9,0,0,0.0,0,1,1,0,1,1,1,High
12,0,1,0,0,0,1,0,33,0,0,0.0,0,1,1,0,0,0,0,Low
16,0,3,0,0,0,0,0,0,0,1,8.0,0,0,0,0,0,0,0,Low
26,0,2,0,0,0,0,0,0,0,0,0.0,0,1,1,0,1,0,0,Medium
16,0,3,0,0,1,2,1,85,0,0,0.0,0,0,0,0,0,1,1,High
8,0,1,0,0,1,12,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
15,0,2,0,0,0,0,0,76,0,0,0.0,0,1,1,0,0,1,1,High
12,0,3,1,0,0,416,219,0,0,0,0.0,0,1,1,0,0,1,1,High
11,0,1,0,0,0,55,0,0,0,0,0.0,0,1,3,0,0,1,1,High
8,1,2,0,0,0,109,70,0,0,0,0.0,0,2,1,0,0,1,1,High
9,0,1,0,0,0,45,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
21,0,4,0,0,0,0,0,17,0,0,0.0,0,3,1,0,1,1,1,High
25,1,2,1,0,0,0,0,35,0,0,0.0,0,2,1,0,0,0,0,Low
23,0,2,1,0,1,0,0,94,0,0,0.0,0,2,1,0,0,1,1,High
23,0,1,0,0,1,0,0,0,0,0,0.0,0,2,1,0,0,1,1,High
7,0,3,1,0,0,0,0,9,0,0,0.0,0,1,1,0,0,1,1,High
25,0,2,0,0,0,0,0,106,0,0,0.0,0,1,1,0,0,1,1,High
16,0,2,1,0,0,0,0,87,0,0,0.0,0,4,1,0,1,1,1,High
11,0,1,0,0,0,61,38,0,0,0,0.0,0,1,1,0,0,1,1,High
24,0,2,0,0,0,14,8,0,0,0,0.0,0,2,2,0,0,1,1,High
2,0,2,1,0,0,178,0,0,0,0,0.0,0,0,0,0,0,0,0,Medium
25,0,1,0,0,0,0,0,88,0,0,0.0,0,1,1,0,0,1,1,High
2,0,2,0,0,1,0,0,0,0,0,0.0,0,1,1,0,0,1,1,High
26,0,2,0,0,0,40,25,60,1,0,0.0,0,1,1,0,0,1,1,High
24,0,1,0,0,0,43,18,39,0,0,0.0,0,1,1,0,0,1,1,High
7,0,3,1,0,0,0,0,80,0,0,0.0,0,1,1,0,0,1,1,High
3,0,2,0,0,1,0,0,70,0,0,0.0,0,1,1,0,0,1,1,High
4,0,2,0,0,0,18,0,0,0,0,0.0,0,1,1,0,0,1,1,High
14,0,1,0,0,1,0,0,0,0,1,1.0,0,0,0,0,0,0,0,Low
18,0,3,0,0,0,5,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
11,0,1,0,0,0,1,0,0,0,0,0.0,0,1,1,0,1,1,1,High
20,1,1,0,0,0,13,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
20,0,1,0,0,0,12,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
14,0,3,1,0,1,0,0,3,0,0,0.0,0,1,1,0,0,1,1,High
27,0,2,0,0,0,5,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
2,1,3,0,0,0,3,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
26,0,1,0,0,0,0,0,0,0,1,1.0,0,0,0,0,0,0,0,Low
15,0,2,0,0,0,0,0,107,0,0,0.0,0,1,1,0,0,1,1,High
21,0,3,0,0,0,9,1,0,0,0,0.0,0,1,1,0,0,0,0,Low
6,0,2,0,0,0,37,0,91,1,0,0.0,0,1,1,0,0,1,1,High
10,0,2,0,0,0,0,0,108,1,0,0.0,0,1,1,0,1,1,1,High
15,0,1,0,0,0,23,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
3,0,1,0,0,0,25,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
16,0,3,0,0,1,0,0,0,0,0,0.0,0,1,1,0,0,1,1,High
15,0,2,1,0,1,0,0,87,0,0,0.0,0,0,0,0,0,1,1,High
0,0,3,0,0,0,0,0,4,0,0,0.0,0,2,1,0,0,0,0,Low
25,0,1,0,0,0,32,0,89,0,0,0.0,0,1,1,0,0,1,1,High
25,0,2,0,0,0,0,0,115,0,0,0.0,0,1,1,0,0,0,1,High
1,0,1,0,0,0,21,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
4,0,1,0,0,0,0,0,0,0,1,9.0,3,0,0,0,0,1,1,High
16,0,2,0,0,0,0,0,58,0,0,0.0,0,2,1,0,0,1,1,High
3,0,2,1,0,0,13,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
23,1,1,0,1,1,23,3,0,0,0,0.0,0,1,1,0,0,0,0,Low
4,0,1,0,0,0,141,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
20,0,2,0,0,0,20,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
25,0,2,0,1,1,3,1,0,0,0,0.0,0,1,1,0,0,0,0,Low
8,0,3,0,0,0,14,7,0,0,0,0.0,0,4,1,0,0,1,1,High
4,0,1,0,0,0,3,0,0,0,0,0.0,0,2,1,0,0,0,0,Low
10,1,2,0,0,0,0,0,66,0,0,0.0,0,0,0,0,0,1,1,High
13,0,1,0,0,1,1,0,53,0,0,0.0,0,1,1,0,0,0,0,Low
3,0,2,0,0,0,19,8,0,0,0,0.0,0,1,3,0,0,1,1,High
27,0,3,0,0,0,0,0,40,0,0,0.0,0,0,0,0,0,0,0,Low
25,0,1,0,0,0,42,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
10,0,3,0,0,0,16,0,4,0,0,0.0,0,0,0,0,0,0,0,Low
2,0,4,0,0,0,3,1,0,0,0,0.0,0,0,0,0,0,1,1,High
6,0,2,0,1,0,0,0,7,0,0,0.0,0,2,1,0,0,0,0,Low
10,1,2,0,0,0,0,0,98,0,0,0.0,0,1,1,0,0,1,1,High
29,0,1,0,0,1,27,0,0,0,0,0.0,0,1,1,0,1,0,0,Low
9,0,2,0,0,0,1,0,0,0,0,0.0,0,1,1,0,1,0,0,Low
4,0,1,0,0,0,0,0,0,0,1,7.0,3,0,0,0,0,1,1,High
9,0,3,0,0,0,0,0,27,0,0,0.0,0,1,1,0,0,0,0,Low
24,0,2,0,0,0,2,0,42,0,0,0.0,0,0,0,0,0,0,0,Low
6,0,1,0,0,1,34,13,0,0,0,0.0,0,0,0,0,0,1,1,High
26,0,2,0,0,1,0,0,29,0,0,0.0,0,0,0,0,0,0,0,Low
5,0,2,0,1,0,90,0,32,0,0,0.0,0,0,0,0,0,1,1,High
13,0,1,0,0,0,208,116,0,0,0,0.0,0,1,1,0,0,1,1,High
1,0,2,0,0,0,0,0,0,0,0,0.0,0,1,1,0,0,0,1,Medium
5,0,2,0,1,0,97,53,0,0,0,0.0,0,1,1,0,0,1,1,High
16,0,1,0,0,0,0,0,52,0,0,0.0,0,0,0,0,0,0,0,Low
4,0,3,0,0,0,0,0,64,0,0,0.0,0,0,0,0,0,1,1,High
19,0,2,0,0,1,0,0,90,1,0,0.0,0,1,1,0,0,1,1,High
5,0,1,0,0,0,26,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
24,0,2,0,0,0,0,0,99,0,0,0.0,0,4,1,0,0,1,1,High
24,0,3,0,0,0,22,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
6,0,2,0,0,0,0,0,18,0,0,0.0,0,0,0,0,0,1,1,High
21,0,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
6,0,2,0,0,0,0,0,80,0,0,0.0,0,1,1,0,0,1,1,High
24,0,1,0,0,0,22,12,0,0,0,0.0,0,1,1,0,1,1,1,High
7,0,3,1,0,0,0,0,0,0,0,0.0,0,4,3,0,0,1,1,High
26,0,3,0,0,0,0,0,67,0,0,0.0,0,4,1,0,0,1,1,High
21,0,2,1,0,0,2,0,10,0,0,0.0,0,0,0,0,0,0,0,Low
4,0,4,0,0,0,88,0,0,0,0,0.0,0,1,1,0,0,1,1,High
7,0,3,1,0,0,0,0,0,0,0,0.0,0,1,1,0,0,1,1,High
2,0,1,0,1,0,9,3,0,0,0,0.0,0,0,0,0,0,0,0,Low
10,1,2,0,0,0,27,0,82,0,0,0.0,0,1,3,0,0,1,1,High
10,0,1,0,0,0,55,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
15,1,2,0,0,0,33,7,0,0,0,0.0,0,1,1,0,0,0,0,Low
14,0,3,1,0,1,38,15,0,0,0,0.0,0,1,1,0,1,1,1,High
5,1,2,0,0,0,9,1,0,0,0,0.0,0,0,0,0,0,0,0,Low
9,0,1,0,0,0,9,0,4,0,0,0.0,0,2,1,0,0,0,0,Low
7,1,2,0,0,0,150,0,0,0,0,0.0,0,1,1,0,0,1,1,High
0,0,1,1,0,0,1,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
25,0,1,0,0,0,0,0,0,0,0,0.0,0,4,1,0,0,1,1,High
21,0,2,0,0,0,5,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
20,0,2,0,0,0,24,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
8,1,1,0,0,1,32,4,0,0,0,0.0,0,2,1,0,0,0,0,Low
21,0,1,0,1,0,45,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
7,1,2,0,0,0,63,0,0,0,0,0.0,0,1,1,0,1,0,0,Low
24,0,1,0,0,0,83,0,0,0,1,4.0,0,0,0,0,0,1,1,High
1,1,3,0,0,0,0,0,0,0,0,0.0,0,2,1,0,0,0,0,Low
11,0,2,1,0,1,35,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
18,0,2,0,0,0,5,1,0,0,0,0.0,0,0,0,0,0,0,0,Low
7,1,2,0,0,0,71,0,0,0,0,0.0,0,0,0,0,0,1,1,High
9,0,2,0,0,0,8,1,0,0,0,0.0,0,0,0,0,0,0,0,Low
13,0,1,0,0,0,94,52,0,0,0,0.0,0,1,1,0,0,1,1,High
16,0,2,0,0,1,0,0,9,0,0,0.0,0,1,1,0,0,0,0,Low
19,1,2,1,0,0,0,0,58,0,0,0.0,0,1,1,0,0,1,1,High
5,0,2,0,1,0,173,0,0,0,0,0.0,0,0,0,0,0,1,1,High
4,0,2,0,0,0,0,0,36,0,0,0.0,0,1,1,0,0,0,0,Low
12,0,2,0,0,0,0,0,0,0,1,9.0,0,0,0,0,0,1,1,High
3,0,2,0,0,1,1,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
22,0,2,0,0,0,12,0,0,0,0,0.0,0,2,1,0,0,0,0,Low
17,0,2,0,0,0,21,0,3,0,0,0.0,0,0,0,0,0,0,0,Low
26,0,2,0,0,1,0,0,83,0,0,0.0,0,0,0,0,0,0,1,High
3,0,2,0,0,0,360,0,0,0,0,0.0,0,1,1,0,0,1,1,High
2,0,2,0,0,1,0,0,92,0,0,0.0,0,1,1,0,0,1,1,High
27,1,2,0,0,0,0,0,96,0,0,0.0,0,2,1,0,0,1,1,High
13,0,3,0,0,0,0,0,0,0,0,0.0,0,1,1,0,1,1,1,High
24,0,2,0,0,0,0,0,0,0,0,0.0,0,4,3,0,0,0,0,Medium
8,1,2,0,0,0,22,0,0,0,0,0.0,0,0,0,0,0,1,1,High
8,0,3,0,0,0,0,0,0,0,0,0.0,0,2,1,0,1,1,1,High
0,0,2,0,0,0,0,0,0,0,1,2.0,0,0,0,0,0,0,1,Medium
18,0,1,0,0,0,48,0,0,0,0,0.0,0,2,1,0,0,1,1,High
3,0,2,0,0,0,257,0,0,0,0,0.0,0,3,1,0,0,1,1,High
11,1,1,0,0,0,41,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
6,0,2,0,0,0,5,2,0,0,0,0.0,0,1,1,0,0,1,1,High
2,0,2,0,0,1,0,0,101,0,0,0.0,0,0,0,0,0,1,1,High
12,0,2,0,0,0,0,0,4,0,0,0.0,0,1,3,0,1,1,1,High
26,0,3,0,0,0,7,1,0,0,0,0.0,0,0,0,0,0,0,0,Low
24,0,2,0,0,0,0,0,115,1,0,0.0,0,0,0,0,0,1,1,High
1,0,1,0,0,0,36,12,0,0,0,0.0,0,1,1,0,0,0,0,Low
10,0,2,0,0,0,0,0,74,0,0,0.0,0,2,1,0,1,1,1,High
1,0,2,0,0,0,0,0,82,0,0,0.0,0,4,1,0,1,1,1,High
1,0,3,0,0,0,0,0,40,0,0,0.0,0,0,0,0,0,1,1,High
13,0,3,0,0,0,0,0,63,0,0,0.0,0,1,1,0,1,1,1,High
15,0,1,0,0,0,10,0,0,0,0,0.0,0,2,1,0,0,0,0,Low
31,0,3,1,0,0,62,22,0,0,0,0.0,0,1,1,0,1,1,1,High
4,0,2,0,0,0,120,0,0,0,0,0.0,0,1,1,0,0,1,1,High
9,1,3,0,0,0,0,0,88,0,0,0.0,0,1,1,0,0,1,1,High
2,0,1,0,0,0,8,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
16,1,2,1,1,0,2,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
8,0,2,0,0,0,17,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
9,0,2,0,0,0,0,0,10,0,0,0.0,0,1,1,0,0,1,1,High
11,0,2,0,0,1,35,12,0,0,0,0.0,0,1,1,0,0,0,0,Low
11,0,2,1,0,0,1,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
15,0,2,0,0,0,0,0,70,0,0,0.0,0,1,1,0,1,1,1,High
10,0,2,0,0,1,1,0,44,0,0,0.0,0,0,0,0,0,0,0,Low
7,1,1,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
18,0,1,0,0,0,10,1,0,0,0,0.0,0,1,1,0,1,0,0,Low
19,0,2,0,0,1,0,0,2,0,0,0.0,0,2,1,0,0,1,1,High
7,0,2,0,0,0,0,0,37,0,0,0.0,0,1,1,0,0,0,0,Low
0,0,1,0,1,0,49,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
11,0,1,0,0,0,4,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
1,0,2,0,0,0,1,0,0,0,0,0.0,0,2,2,0,0,1,1,High
13,0,3,0,0,0,0,0,38,0,0,0.0,0,0,0,0,0,0,0,Low
3,0,1,0,0,0,0,0,16,0,0,0.0,0,2,1,0,0,0,0,Low
7,0,2,0,0,0,18,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
19,0,2,0,0,1,42,0,0,0,0,0.0,0,1,1,0,0,1,1,High
8,0,3,0,0,0,0,0,81,1,0,0.0,0,1,2,0,0,1,1,High
19,1,2,1,0,0,0,0,118,1,0,0.0,0,0,0,0,0,1,1,High
2,1,1,0,0,0,6,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
11,0,1,0,0,0,79,32,0,0,0,0.0,0,2,2,0,0,1,1,High
19,0,1,0,0,0,121,0,0,0,0,0.0,0,1,1,0,1,1,1,High
14,0,3,0,0,0,21,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
6,0,2,0,0,0,0,0,132,0,0,0.0,0,0,0,0,0,1,1,High
4,0,2,0,0,0,64,0,10,1,0,0.0,0,4,2,0,1,1,1,High
14,0,3,1,0,1,0,0,71,0,0,0.0,0,1,1,0,0,1,1,High
25,0,2,0,0,0,0,0,0,0,0,0.0,0,2,1,0,0,0,1,Medium
12,0,3,0,0,0,11,0,6,0,0,0.0,0,2,1,0,0,0,0,Low
20,0,2,1,0,0,1,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
9,0,1,0,0,0,47,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
5,0,2,0,0,0,36,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
18,0,2,0,0,0,17,0,0,0,0,0.0,0,1,1,0,0,1,1,High
15,0,3,0,0,0,0,0,0,0,1,1.0,0,0,0,0,0,1,1,High
16,0,2,1,0,0,12,0,0,0,0,0.0,0,2,1,0,0,0,0,Low
18,0,1,0,0,0,8,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
19,0,1,0,0,0,0,0,34,1,0,0.0,0,1,1,0,0,1,1,High
19,0,2,0,0,0,61,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
14,0,2,0,0,1,0,0,113,0,0,0.0,0,0,0,0,0,1,1,High
9,1,1,0,0,0,39,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
13,0,2,0,0,0,15,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
2,0,3,0,0,0,10,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
19,0,1,0,0,0,322,0,8,0,0,0.0,0,1,1,0,0,1,1,High
1,0,1,1,0,0,10,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
23,0,3,1,0,0,4,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
26,0,2,0,0,0,62,0,23,0,0,0.0,0,1,1,0,0,1,1,High
19,0,2,0,0,1,0,0,0,0,1,10.0,0,0,0,0,0,1,1,High
15,0,3,0,0,0,0,0,7,0,0,0.0,0,0,0,0,0,0,1,High
6,0,1,0,0,1,106,0,0,0,0,0.0,0,1,1,0,0,1,1,High
11,0,3,0,0,0,0,0,46,0,0,0.0,0,0,0,0,0,0,0,Low
12,1,1,0,0,0,4,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
28,0,3,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
10,0,2,0,0,1,1,0,0,0,0,0.0,0,1,1,0,1,1,1,High
8,0,2,0,0,0,0,0,33,0,0,0.0,0,2,1,0,0,1,1,High
20,0,1,0,0,0,19,0,0,0,0,0.0,0,2,1,0,0,0,0,Low
10,0,1,0,0,0,22,0,0,0,0,0.0,0,2,1,0,0,0,0,Low
19,0,3,0,0,0,0,0,38,0,0,0.0,0,1,1,0,0,0,0,Low
17,0,2,0,0,0,54,0,0,0,0,0.0,0,2,1,0,0,0,0,Low
14,0,2,0,0,1,30,19,76,0,0,0.0,0,1,1,0,0,1,1,High
8,0,2,0,0,0,9,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
25,0,1,0,0,0,0,0,115,1,0,0.0,0,2,1,0,0,1,1,High
14,0,2,0,0,0,122,0,21,0,0,0.0,0,1,1,0,0,1,1,High
16,0,2,1,0,0,0,0,87,0,0,0.0,0,1,1,0,0,1,1,High
19,0,1,0,0,0,0,0,0,0,0,0.0,0,1,1,0,0,1,1,Medium
14,1,2,0,0,0,0,0,0,0,1,1.0,0,0,0,0,0,0,0,Low
13,0,3,0,0,0,0,0,57,0,0,0.0,0,2,1,0,1,1,1,High
21,1,3,0,0,0,2,0,27,0,0,0.0,0,0,0,0,0,0,0,Low
14,0,3,0,0,0,2,0,0,0,0,0.0,0,2,1,0,0,0,0,Low
9,0,2,0,0,1,86,0,0,0,0,0.0,0,1,1,0,0,1,1,High
9,0,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
18,1,1,1,0,0,165,0,0,0,0,0.0,0,2,2,0,0,1,1,High
20,0,2,0,0,0,67,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
11,0,2,0,0,0,25,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
10,0,2,0,0,0,14,0,111,0,0,0.0,0,1,1,0,0,1,1,High
26,0,2,0,0,1,1,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
24,0,2,0,0,0,0,0,0,0,1,5.0,0,0,0,0,0,1,1,High
16,1,1,0,0,0,41,0,0,0,0,0.0,0,1,1,0,0,1,1,High
14,0,3,1,0,1,0,0,68,0,0,0.0,0,1,1,0,1,1,1,High
7,1,1,1,0,0,30,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
5,0,2,0,1,0,68,0,0,0,0,0.0,0,0,0,0,0,1,1,High
17,0,3,0,0,0,0,0,0,0,0,0.0,0,1,1,0,1,0,0,Low
16,0,3,0,0,1,0,0,0,0,0,0.0,0,4,1,0,0,1,1,High
10,0,1,0,0,0,8,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
4,0,4,0,0,0,88,0,0,0,0,0.0,0,1,1,0,0,1,1,High
13,0,1,0,0,0,205,0,0,0,0,0.0,0,0,0,0,0,1,1,High
8,1,2,0,0,0,6,0,0,0,0,0.0,0,0,0,0,0,1,1,High
23,0,1,0,0,0,0,0,162,1,0,0.0,0,2,1,0,0,1,1,High
16,0,2,0,0,0,42,3,0,0,0,0.0,0,1,1,0,0,0,0,Low
13,0,1,0,0,0,13,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
14,0,2,0,0,1,0,0,118,1,0,0.0,0,0,0,0,0,1,1,High
9,0,2,0,0,0,0,0,0,0,1,3.0,0,0,0,0,0,0,1,Medium
18,0,3,0,0,0,0,0,13,0,0,0.0,0,2,1,0,1,0,0,Low
6,0,2,1,0,0,6,0,39,0,0,0.0,0,0,0,0,0,0,0,Low
10,0,2,0,0,0,0,0,86,1,0,0.0,0,1,1,0,0,1,1,High
11,1,1,0,1,0,18,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
14,0,2,0,0,0,0,0,134,0,0,0.0,0,0,0,0,0,1,1,High
18,1,2,1,0,0,7,2,0,0,0,0.0,0,1,1,0,0,0,0,Low
26,0,2,0,0,0,0,0,57,0,0,0.0,0,0,0,0,0,1,1,High
9,1,3,0,0,0,0,0,87,1,0,0.0,0,1,1,0,1,1,1,High
20,0,3,0,0,1,16,0,0,0,0,0.0,0,2,1,0,0,0,0,Low
7,0,1,1,0,1,0,0,7,0,0,0.0,0,1,1,0,0,0,0,Low
20,0,3,1,0,0,26,0,0,0,0,0.0,0,2,3,0,0,1,1,High
3,0,2,0,0,0,0,0,8,0,0,0.0,0,1,1,0,0,1,1,High
22,0,2,0,0,0,62,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
13,0,1,0,0,0,67,24,0,0,0,0.0,0,1,1,0,0,1,1,High
17,0,1,1,0,0,55,25,0,0,0,0.0,0,0,0,0,0,1,1,High
5,0,2,0,0,0,5,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
5,0,1,0,0,1,4,0,0,0,0,0.0,0,2,1,0,0,0,0,Low
7,1,2,0,0,0,39,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
24,0,2,0,0,1,0,0,0,0,0,0.0,0,1,1,0,1,0,0,Low
19,1,2,1,0,0,21,0,6,0,0,0.0,0,1,1,0,0,1,1,High
5,0,2,0,0,0,35,0,0,0,0,0.0,0,2,1,0,0,0,0,Low
25,1,1,0,0,0,0,0,48,0,0,0.0,0,1,1,0,0,0,0,Low
2,0,1,0,0,0,35,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
7,0,3,1,0,0,13,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
13,0,3,0,0,1,6,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
15,0,2,0,0,0,0,0,0,0,0,0.0,0,2,1,0,1,0,1,High
9,0,1,0,0,0,10,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
11,0,1,0,0,1,110,0,0,0,0,0.0,0,0,0,0,0,0,0,Medium
0,0,2,0,0,0,0,0,0,0,0,0.0,0,1,1,0,0,0,1,Medium
4,0,2,1,0,0,0,0,35,0,0,0.0,0,1,1,0,0,0,0,Low
16,1,1,0,0,0,41,0,0,0,0,0.0,0,1,1,0,0,1,1,High
18,0,1,0,0,0,0,0,31,0,0,0.0,0,1,1,0,0,0,0,Low
13,0,1,0,0,0,13,0,53,0,0,0.0,0,1,3,0,1,1,1,High
18,0,1,0,0,0,0,0,6,0,1,1.0,0,0,0,0,0,1,1,High
8,0,3,0,0,0,0,0,0,0,0,0.0,0,1,2,0,0,1,1,High
13,0,1,0,0,0,31,12,46,1,0,0.0,0,0,0,0,0,1,1,High
13,0,2,0,0,0,15,0,9,0,0,0.0,0,1,1,0,0,0,0,Low
16,0,2,1,0,0,0,0,0,0,0,0.0,0,1,1,0,0,1,1,Medium
14,0,3,1,0,1,0,0,100,0,0,0.0,0,1,1,0,1,1,1,High
16,0,1,0,0,0,43,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
15,0,2,1,0,1,0,0,72,0,0,0.0,0,1,1,0,0,1,1,High
15,0,2,1,0,0,0,0,5,0,0,0.0,0,1,1,0,0,0,0,Low
15,0,2,0,0,1,16,0,0,0,0,0.0,0,2,1,0,0,0,0,Low
21,0,2,0,0,1,0,0,34,0,0,0.0,0,1,1,0,0,0,0,Low
